id,user_id,timestamp,category_id,description,amount,payment_method_id,notes,type,created_at,updated_at
a0125657-3d40-46d8-90f9-338de2495955,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-17 20:02:30+00,98bbb266-5a66-43bc-8d75-980717561602,choconut tea + banana cake,37.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
89f8262a-3a0a-47ba-8336-349a08bbce53,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-17 20:10:40+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Crunchy Corn,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
0009c729-9324-4aee-85f7-d33d4393f206,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-29 09:35:22+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Canteen Puffcorn + limca,40.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:17:37.352047+00
17c43080-6af3-461b-8bb9-4df3e91c06f4,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-17 23:55:29+00,422a34ca-3f47-4773-a959-474f6ff6ac39,canteen lays + limca,40.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
a93a2283-97ca-4126-a663-25b1e8a1828b,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-18 12:31:38+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",343.00,1463fe0c-5d09-4fc3-add5-89f6569941fe,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
10a7dd97-0b46-40be-8ccf-0d256997bde0,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-18 16:19:24+00,d6c132fc-24cc-4998-9fc4-15ac64250f85,"Hair Consulatation + Anti Dandruff Shampoo ",1150.00,ea50a20f-df54-4a5f-a578-38cfed563a98,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ab49b037-f35d-40ee-a5aa-dc55444ebb77,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-19 09:49:58+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,Tried to add to zepto wallet but can't use (orbit+coffee),206.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ffa159f4-c0ea-4e7d-a364-3eb0c20b57f8,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-19 09:50:19+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Punjabi,218.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
24a97d6f-8262-4c9c-8d68-0e0ae01d6c31,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-19 09:50:45+00,98bbb266-5a66-43bc-8d75-980717561602,Choconut,12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
040e69a9-db2f-4250-9bbd-71845ac4a725,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-19 09:51:33+00,422a34ca-3f47-4773-a959-474f6ff6ac39,ice cream,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
e297beba-bb81-4052-95cb-477aac4f1e4b,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-19 12:46:21+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,coffee plus orbit,220.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
12bb8c9d-61ca-47a6-b263-c317b5925756,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-19 16:49:24+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,Cinthol soap x 4,145.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
0e556c71-b60a-4a61-9634-d3b37b698671,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-19 20:16:54+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
b6b533b3-d8d2-4e02-91a2-d4bc135e3619,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-20 09:05:36+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,Eggs,180.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
e34f4b33-bd68-4757-aacd-c1baa354f639,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-20 20:47:37+00,98bbb266-5a66-43bc-8d75-980717561602,tea+ biscuit choconut,15.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
8c595349-36f9-45d9-a6c5-01491dc52e47,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-21 11:56:19+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Behrouz Biryani,307.00,1463fe0c-5d09-4fc3-add5-89f6569941fe,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7e88a9f5-f7ee-4933-b623-7ac7deddea5b,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-22 10:36:07+00,98bbb266-5a66-43bc-8d75-980717561602,"Choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
c2a33ae3-3c8c-4499-a7eb-d274f104a3e4,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-22 10:36:29+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"Canteen Icecream ",30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7a54a574-8c99-4fc6-bc83-2c0bb81a3ebc,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-22 19:56:51+00,98bbb266-5a66-43bc-8d75-980717561602,"Choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
3fb197b3-194b-40b3-bb64-557a7300a0fd,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-22 21:38:20+00,449d16aa-8e02-4563-b7af-f5f63d946696,"Orange ",69.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
03d68a8a-0f09-40e3-a463-0d21ced2f395,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-23 20:43:40+00,d6c132fc-24cc-4998-9fc4-15ac64250f85,Minoxidil,300.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
aecee0e2-faa5-46ea-b160-6124db903a63,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-24 14:47:15+00,98bbb266-5a66-43bc-8d75-980717561602,coffee cove,12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
247d2de7-7d3c-416c-8740-f5cc7250dece,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-25 00:06:06+00,98bbb266-5a66-43bc-8d75-980717561602,"Choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ad731154-feb8-49c9-b68d-48d3bc8230ef,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-25 12:04:38+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"truffles ",473.00,1463fe0c-5d09-4fc3-add5-89f6569941fe,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
c698188b-0c87-4bff-8160-f2d02c435c3c,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-25 21:49:45+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
2c32d402-bbd5-456e-afc3-55172106b533,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-25 23:13:49+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Pizza hut,155.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
55c202a1-3306-4f7e-8ed9-aedd6714c9fd,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-25 23:14:21+00,449d16aa-8e02-4563-b7af-f5f63d946696,"orange ",44.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
8d013593-eff1-4243-ae2a-738dfbb44f2f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-26 12:24:36+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"chole bhature ",70.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
8d2327d6-c41f-432b-91c4-ea18167b4550,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-26 12:27:41+00,449d16aa-8e02-4563-b7af-f5f63d946696,S23 FE Cover,275.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
022260fe-7e52-436d-9ce1-5cdbded33fc4,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-26 13:31:53+00,449d16aa-8e02-4563-b7af-f5f63d946696,Screen Gaurd,250.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
2146b1b6-5c88-44d6-a9f9-6f7cd59b51af,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-26 22:12:28+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Pizza Canteen,40.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
8908d907-2758-43f2-9766-8a38ce6e591f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-26 22:40:36+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Coke + Puffcorn,40.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
5f42492f-124a-4695-8aa1-c389cea57669,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-28 01:53:00+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Punjabi,180.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
c4bb7d6a-101e-4f5e-b7b7-880b4c3177ab,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-28 01:53:34+00,98bbb266-5a66-43bc-8d75-980717561602,Choconut,15.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ba66ac60-5166-4dab-a5ff-165530c7e0f7,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-28 01:53:55+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Ice Cream,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7883f2be-81b6-4a98-9573-6ef590c72f15,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-28 18:22:18+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",326.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
d35d75f4-ba3b-4e60-b2cc-0db696934c88,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-28 21:10:14+00,449d16aa-8e02-4563-b7af-f5f63d946696,Tissue,0.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
e89d2b1f-f4e4-46d4-bdb7-eac0cac1a506,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-28 21:10:29+00,54b0e977-bc0a-428b-9543-89fef67e45d7,"Jio new number ",299.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
cb7b713a-29ae-4319-98e4-d4e2a69e9bf3,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-29 10:48:20+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,Orbit,52.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
9f4b340d-0492-42b4-acfe-7e5b3cd95619,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-29 11:55:36+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",271.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
f5525fc4-da6d-4d48-a5bf-41342cd7df4d,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-29 22:04:29+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"maggi 12 packet ",113.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
98dbd300-6e9f-45df-ae4a-7f45504e3a63,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-30 12:46:21+00,422a34ca-3f47-4773-a959-474f6ff6ac39,6 month swiggy one and zomato gold,30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
daa01b29-1000-464c-a40f-1fe267f78dee,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-30 16:52:06+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Puffcorn,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
9aea2f33-d82a-4c88-8311-e1b6f179dfec,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-30 22:26:29+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"hyderabadi ",225.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
4d534ba0-0b8a-4018-a36a-448fb3b0d5f6,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-30 22:26:50+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"ice cream ",30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
6967423d-2e80-4aff-b8f2-dff466964592,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-11-30 22:27:07+00,98bbb266-5a66-43bc-8d75-980717561602,choco nut,12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
55b86afb-bb3c-4f2d-82db-fcf676f988c9,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-01 11:55:26+00,422a34ca-3f47-4773-a959-474f6ff6ac39,California Burrito,198.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ad7dba03-b379-457d-99ed-15014ef86580,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-01 21:28:18+00,98bbb266-5a66-43bc-8d75-980717561602,Choconut,12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
2cc9cc99-2591-4382-9501-88613054b257,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-01 22:03:48+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,instamart grocery,164.00,1463fe0c-5d09-4fc3-add5-89f6569941fe,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
009eb00f-282e-45a3-98ec-a497d68a3c58,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-03 08:46:17+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Behrouz Biryani,307.00,1463fe0c-5d09-4fc3-add5-89f6569941fe,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
d2711069-3f4e-44cf-bcfa-605ac64344c2,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-03 08:46:34+00,98bbb266-5a66-43bc-8d75-980717561602,"Choconut ",24.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
59dd8064-e474-420f-93a2-70ffa376b1f5,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-03 19:58:46+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"Munch ",30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
c91a8bba-b342-40e8-9ff8-3fdbe109e92b,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-03 20:35:59+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",24.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
d6cb63b5-6f51-4746-b137-1503c14182b5,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-04 07:51:38+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,orbit x 2,114.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
445381a8-efb7-4246-b2e6-86ac57b11348,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-04 20:42:34+00,449d16aa-8e02-4563-b7af-f5f63d946696,Laptop RAM installation,300.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
d1d056d6-eb3d-4665-b70e-37eda0e228a9,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-04 20:43:30+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"Hyderabadi ",230.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
cf4e3170-dfbd-4506-af29-789605a41439,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-04 20:43:48+00,e16337a1-9a21-4931-8947-afb4bfad443c,Petrol,100.00,ea50a20f-df54-4a5f-a578-38cfed563a98,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
5a694813-05ea-42cc-ac47-adc0ab8da8d3,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-04 20:44:09+00,e16337a1-9a21-4931-8947-afb4bfad443c,Hair Cut,120.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7cd926c4-28c3-4633-a49c-e5a963e50eb9,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-04 20:45:33+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,Egg,180.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
c365e1c1-552f-449d-ba14-c12d009207d3,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-05 20:38:58+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
4af0ff94-c34d-4eb1-a162-0397d6770826,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-06 23:00:28+00,98bbb266-5a66-43bc-8d75-980717561602,"Choconut ",42.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
76f74423-9060-4ac6-9236-838c327f956a,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-06 23:01:09+00,98bbb266-5a66-43bc-8d75-980717561602,Coffee Cove,12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
03ea79c9-9499-4e5c-ad8a-c8f140f76d17,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-06 23:01:50+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Ice Cream,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7fb4a281-2113-4f28-aed4-68e7bac94b2b,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-07 19:30:10+00,98bbb266-5a66-43bc-8d75-980717561602,"Choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
2dddd405-8f66-4486-bd62-c13e73babfef,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-07 19:30:31+00,422a34ca-3f47-4773-a959-474f6ff6ac39,NH1,138.00,1463fe0c-5d09-4fc3-add5-89f6569941fe,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
